[✅ 정답] 이미지 0: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 369: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 370: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 371: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 372: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 373: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 374: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 375: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 376: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 377: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 378: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 379: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 380: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 381: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 382: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 383: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 384: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 385: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 386: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 387: 예측=공구·액세서리, 실제=공구·액세서리
[✅ 정답] 이미지 388: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 389: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 390: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 391: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 392: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 393: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 394: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 395: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 396: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 397: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 398: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 399: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 400: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 401: 예측=공구·액세서리, 실제=공구·액세서리
[✅ 정답] 이미지 402: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 403: 예측=식기·주방, 실제=식기·주방
[❌ 오답] 이미지 404: 예측=테이블·체어, 실제=식기·주방
[✅ 정답] 이미지 405: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 406: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 407: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 408: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 409: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 410: 예측=랜턴, 실제=랜턴
[✅ 정답] 이미지 411: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 412: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 413: 예측=식기·주방, 실제=식기·주방
[❌ 오답] 이미지 414: 예측=전기·전자기기, 실제=가방·박스·웨건
[✅ 정답] 이미지 415: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 416: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 417: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 418: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 419: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 420: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 421: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 422: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 423: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 424: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 425: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 426: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 427: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 428: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 429: 예측=랜턴, 실제=랜턴
[✅ 정답] 이미지 430: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 431: 예측=랜턴, 실제=랜턴
[✅ 정답] 이미지 432: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 433: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 434: 예측=랜턴, 실제=랜턴
[✅ 정답] 이미지 435: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 436: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 437: 예측=냉·난방용품, 실제=냉·난방용품
[❌ 오답] 이미지 438: 예측=식기·주방, 실제=공구·액세서리
[✅ 정답] 이미지 439: 예측=랜턴, 실제=랜턴
[✅ 정답] 이미지 440: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 441: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 442: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 443: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 444: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 445: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 446: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 447: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 448: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 449: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 450: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 451: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 452: 예측=공구·액세서리, 실제=공구·액세서리
[✅ 정답] 이미지 453: 예측=전기·전자기기, 실제=전기·전자기기
[❌ 오답] 이미지 454: 예측=가방·박스·웨건, 실제=전기·전자기기
[✅ 정답] 이미지 455: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 456: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 457: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 458: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 459: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 460: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 461: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 462: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 463: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 464: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 465: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 466: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 467: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 468: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 469: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 470: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 471: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 472: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 473: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 474: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 475: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 476: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 477: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 478: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 479: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 480: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 481: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 482: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 483: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 484: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 485: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 486: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 487: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 488: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 489: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 490: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 491: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 492: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 493: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 494: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 495: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 496: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 497: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 498: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 499: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 500: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 501: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 502: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 503: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 504: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 505: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 506: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 507: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 508: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 509: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 510: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 511: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 512: 예측=전기·전자기기, 실제=전기·전자기기
[❌ 오답] 이미지 513: 예측=매트·침낭, 실제=식기·주방
[✅ 정답] 이미지 514: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 515: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 516: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 517: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 518: 예측=랜턴, 실제=랜턴
[✅ 정답] 이미지 519: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 520: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 521: 예측=화로대·버너, 실제=화로대·버너
[❌ 오답] 이미지 522: 예측=화로대·버너, 실제=테이블·체어
[✅ 정답] 이미지 523: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 524: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 525: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 526: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 527: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[❌ 오답] 이미지 528: 예측=전기·전자기기, 실제=테이블·체어
[✅ 정답] 이미지 529: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 530: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 531: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 532: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 533: 예측=냉·난방용품, 실제=냉·난방용품
[❌ 오답] 이미지 534: 예측=가방·박스·웨건, 실제=식기·주방
[✅ 정답] 이미지 535: 예측=공구·액세서리, 실제=공구·액세서리
[✅ 정답] 이미지 536: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 537: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 538: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 539: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 540: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 541: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 542: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 543: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 544: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 545: 예측=냉·난방용품, 실제=냉·난방용품
[❌ 오답] 이미지 546: 예측=냉·난방용품, 실제=매트·침낭
[✅ 정답] 이미지 547: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 548: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 549: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 550: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 551: 예측=테이블·체어, 실제=테이블·체어
[✅ 정답] 이미지 552: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 553: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 554: 예측=텐트·타프, 실제=텐트·타프
[❌ 오답] 이미지 555: 예측=화로대·버너, 실제=전기·전자기기
[✅ 정답] 이미지 556: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 557: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 558: 예측=냉·난방용품, 실제=냉·난방용품
[✅ 정답] 이미지 559: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 560: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 561: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 562: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 563: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 564: 예측=텐트·타프, 실제=텐트·타프
[✅ 정답] 이미지 565: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 566: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 567: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 568: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 569: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 570: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 571: 예측=전기·전자기기, 실제=전기·전자기기
[❌ 오답] 이미지 572: 예측=화로대·버너, 실제=냉·난방용품
[✅ 정답] 이미지 573: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 574: 예측=식기·주방, 실제=식기·주방
[✅ 정답] 이미지 575: 예측=가방·박스·웨건, 실제=가방·박스·웨건
[✅ 정답] 이미지 576: 예측=매트·침낭, 실제=매트·침낭
[✅ 정답] 이미지 577: 예측=전기·전자기기, 실제=전기·전자기기
[✅ 정답] 이미지 578: 예측=화로대·버너, 실제=화로대·버너
[✅ 정답] 이미지 579: 예측=전기·전자기기, 실제=전기·전자기기
